Spørsmål ID,Spørsmål,A,DEMN,DNI,FRED,FRP,GENP,H,HELSE,INP,KRF,KRISTNE,MDG,PP,PS,RØDT,SP,SV,V
5b6606e9-9564-5dd8-943c-33789d2137eb,Det bør bygges ut mer vindkraft i Sogn og Fjordane.,1,-2,-2,-2,-2,-2,2,-2,-2,1,-2,-2,-2,-1,-2,-1,-2,1
5baa8b3d-7485-5e1d-a709-f6068fbdd07f,Det bør bygges mer vindkraft på land i Nordland.,1,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,-1,-2,-1,-2,-1,-2,1
5ec0660a-4dce-5b1b-aff4-ca1a1d48ca53,Man bør betale like høy avgift (moms) på bøker som på alle andre varer.,-2,-2,-1,-2,1,-2,2,-1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2
6437f91f-5e87-5be8-b6b5-0f91a1baef5d,Vi kan avvikle en god del av tollvernet som beskytter norsk landbruk. ,-1,-2,-1,-2,2,-2,1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,2
6b50ce41-b5c5-5434-a9ac-16fc818ea550,Politiet må ha lov til å ta spyttprøver ved mistanke om bruk av ulovlige rusmidler.,1,2,-1,-2,2,-2,-2,-1,2,2,2,-2,2,-1,-2,2,-2,-2
6c505df9-6f1f-5ab5-b919-9949572820b2,Dødsfall i familien og andre personlige kriser bør gi rett til sorgpermisjon fra jobb.,-1,-1,2,2,1,2,-1,1,-2,2,1,1,1,1,1,-1,1,1
7a502588-3c3d-5b54-a0e7-65b19f53e334,Vi bør skaffe oss kjernekraftverk i Norge.,-1,2,2,-2,2,2,1,2,2,2,2,1,2,1,1,1,-2,1
7d2a9706-f191-5648-924d-7087a1c15b77,Staten bør slutte å gi billigere barnehage til foreldre i Sogn og Fjordane.,-2,-1,-2,-2,-2,-2,2,-1,-1,-2,1,-1,-2,-2,-2,-2,-2,-2
7db76dce-1392-4f42-bb83-6b8c1f2d7778,Norge burde ha erklært at det var uaktuelt å kjøpe forsvarets nye fregatter fra USA.,-2,1,2,2,-2,-1,-2,-1,-1,-1,-2,2,-1,2,2,-1,2,1
83abcb66-a154-52d5-ac51-48d5050b50d1,Reglene for hyttebygging i Agder bør strammes inn.,1,2,-1,2,-2,2,-2,1,1,1,-2,2,-2,2,2,-1,2,2
869655d8-abdc-51eb-9f8a-999de0b7e85b,Likestillingspolitikken har gått ut over menn.,-2,2,1,-2,1,1,-1,-1,2,2,2,-2,-1,-1,-2,-2,-2,-1
879fb411-c4f5-5aa0-bc91-283623199746,Norge bør øke sin militære tilstedeværelse i havområdene rundt Svalbard.,2,1,2,-2,2,2,2,2,1,1,-2,1,2,-2,-2,1,-2,2
8b62e9bf-8896-5702-bec4-0bda71ad6f24,Det bør være billigere å ta buss i sentrumssonen i Trondheim,2,1,2,2,-2,2,2,1,2,1,1,1,2,2,2,1,2,2
8df5f9bf-c900-5f19-9a4e-a6ff14d54b2b,Flyktninger må bo andre steder enn i områder med mange innvandrere fra før.,2,2,2,-1,2,2,2,1,2,-1,-2,-1,1,1,-1,2,-1,1
904896fd-72a1-55e6-9238-7652dcc631c9,Det bør bygges vindkraft på land i Vestfold og Telemark.,1,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,-2,-1,1,-1,-1,1,1
98723b7a-427f-547d-aa78-c1ee6e00749b,"Olje- og gassutvinning utenfor Lofoten, Vesterålen og Senja må konsekvensutredes.",-2,-1,2,-2,2,2,2,1,1,-2,2,-2,-2,-2,-2,-2,-2,-2
99dbaf29-f2c8-55cc-8dfb-0fc794b4b9ab,Staten må betale eldreomsorgen slik at  tilbudet blir likere i forskjellige kommuner.,-2,2,2,-2,2,2,-2,2,1,-2,1,-1,2,-1,-2,-1,-2,-2
9cb40392-aafd-5b7a-843d-961c3628711d,Flytoget bør kunne ta med vanlige jobbpendlere.,2,-2,2,2,-2,2,2,-1,-1,2,-1,2,2,2,2,1,2,2
a5c7d200-f6ba-5303-9603-b90217304a4f,Norge må produsere så mye olje og gass som mulig i tiden som kommer.,2,2,2,-2,2,2,2,2,2,1,2,-2,2,-2,-2,2,-2,-1
a6628a41-2e13-4137-9900-28f6dae8512a,Surrogati skal fortsatt være forbudt i Norge.,2,2,-2,2,-1,-2,2,-2,1,2,2,1,-1,2,2,2,2,-2
a7095041-184f-5a32-9a7b-69afa0b28972,Sametinget bør ha mer makt.,-1,1,-1,2,-2,1,-1,-1,-1,-1,-2,2,-1,2,2,-1,1,-1
abcd1c58-76f3-5174-9107-75438923ce78,Jeg bør ha rett til å jobbe hjemmefra om jeg har en jobb jeg kan gjøre hjemme.  ,1,1,2,2,-1,2,-1,1,1,1,-2,1,-1,1,-1,1,-1,1
b5aa3c06-1dd7-5c6f-bebb-32e8af615ee7,Rørosbanen må elektrifiseres.,1,2,2,2,-2,2,-1,1,2,-2,-2,2,2,-2,2,2,2,-1
bc50a6ed-0f02-5290-ba1a-c5dc2349aa1e,Vi bør bruke mer offentlige penger på pressestøtte som styrker norske aviser og medier.,2,-2,2,2,-2,-2,-1,-1,-1,-1,-2,2,1,1,2,2,2,1
c11d13fd-83b4-5a20-b841-137b06c66d33,USA burde ikke få stasjonere soldater på Værnes.,-2,1,-2,2,-2,-1,-2,1,-2,-2,-2,1,-2,1,2,-2,2,-2
c4b5c86b-d577-5a3d-93fe-a7c89cba61c7,Studenter må få mer støtte fra lånekassa.,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1
cb852047-223e-54c0-ac2c-483d9268efb9,Norges første kjernekraftverk bør ligge i Halden i Østfold.,2,1,2,-2,2,1,2,2,1,2,2,1,2,1,2,1,-1,2
d1000de2-f9ff-54c0-9b20-8515517681a7,Skattene på fritidsboliger og bolig nr 2 kan gjerne bli høyere.,-1,-2,-2,2,-2,-2,-2,-1,-2,-1,-2,2,-2,-1,2,-1,2,-1
d57e26b7-373e-513d-b98c-5f457ce87838,Det er feil at Stavanger universitetssjukehus må låne penger til nytt sykehus.,1,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2
e34406e2-abb8-5b74-8a5e-9281a5bcff01,Oslo må få flere lokale politiposter.,2,2,2,2,1,2,-1,1,2,-1,1,1,2,-1,1,2,2,-1
e67ea1c7-3229-54fe-88ae-b04ba02d8ba0,Alle nordmenn bør få skattelette.,-1,2,1,-2,2,1,2,1,2,1,2,-1,1,-1,-1,-1,-1,1
eb131bc0-d99b-5181-9618-9f73024ce1cb,Det er lurt at folk som bor i Distrikts-Norge får billigere barnehage enn andre.,1,2,2,-2,-2,2,-2,1,1,1,-2,1,-1,-1,1,2,1,-2
ee79cfc6-ddf6-5115-a67c-91fa940471b9,Det bør være enklere å få skyte rovdyr som angriper husdyr.,2,1,2,-2,2,-2,2,-1,2,1,2,-2,1,-2,1,2,-1,-1
f4647c59-9f99-58f5-990a-0e45a9245a75,Åpne opp for regulert salg av cannabis!,-2,-2,-1,-1,-2,2,-2,-1,-1,-2,-2,2,-2,-2,2,-2,-2,2
fb569232-1547-5c0c-9cbe-213d3b9e1f42,Bompenger må til for å sikre turistattraksjonen Trollstigen mot ras.,1,-2,-2,1,-2,-2,2,-2,-2,2,-2,1,-2,-1,-2,1,2,2
024e4ef7-f3c1-512d-b0b9-cd914318c226,Det er bra at vi har formuesskatt i Norge.,2,-2,-2,1,-2,-2,-2,-1,-2,-1,-2,1,-2,-1,2,1,2,-1
08babba4-56d3-5986-a0e6-b7a77f63a6d1,Trossamfunn med statsstøtte må selv få bestemme om kvinner kan sitte i styrene deres.,-2,-1,-1,2,1,-2,-2,-1,1,2,2,-1,-2,-1,-2,-1,-2,-1
08bc846f-ff3a-56eb-9d36-d184f604497c,Havbruksnæringen må vokse slik at Norge produserer mer fisk fra oppdrettsanleggene.,2,-2,2,1,2,-2,2,1,1,1,1,-2,-1,-1,-2,2,-2,1
141cf79e-b726-582b-909e-3ab6262b8026,Småbarnsforeldre bør ha rett til kortere arbeidstid enn andre.,-1,1,1,1,-2,2,-2,-1,-1,2,-2,2,-1,2,1,1,-1,-1
17360dce-042d-51f1-9879-520e4c2254f0,Vi bør ha flere politifolk enn vi har i dag.,1,2,1,1,2,2,2,1,2,1,2,-1,2,1,1,2,1,1
24558d69-e07e-5e27-a480-ae38b27ebcc7,Eldreombudet bør gjenopprettes med kontor i Møre og Romsdal.,-2,1,2,2,2,2,1,1,2,2,-1,1,2,2,2,-1,-1,1
2b20bdae-587c-5fc1-9528-356ad615b84a,Barn og unge må få lovfestet rett til fritidsklubb.,-2,-2,2,2,-2,2,-2,-1,1,-1,-2,2,2,2,2,1,2,-2
32f12732-25ab-505a-bded-ed07409cfc58,"Haslemoen militærleir i Våler, som ble nedlagt i 2003, må gjenoppbygges.",-1,2,2,1,1,1,-1,1,2,1,2,1,2,-1,2,2,1,2
3defc756-2611-5a86-9d80-1e506dca4f9d,Skattepolitikken gjør det for tøft å være gründer i Norge.,-2,2,2,-1,2,2,2,2,2,1,2,1,1,-1,-2,-1,-2,2
4e900910-6853-5b24-9b26-34a3599d34ab,Innføring av turistskatt i turistkommuner er lurt.,2,-2,-1,2,-2,2,1,-1,-1,1,-2,2,1,2,2,1,2,1
541f30be-722d-5763-b922-3f392b3e9b48,"UNN må bli bedre organisert, heller enn å bevilges mer av skattebetalernes penger.",1,-1,2,-2,-2,-1,1,2,1,2,-2,-1,-2,-1,-2,-1,-2,2
54d3f351-7c81-53e9-b17c-62f6c01455d0,En norsk regjering må stå tydeligere opp mot Donald Trump enn vi har gjort så langt.,-2,-2,1,2,-1,-1,-1,-1,-1,-1,-2,1,2,2,2,-1,2,2
54fce74d-dd33-5c3f-9ac1-1d17cd8076a9,Dårlig kommuneøkonomi er ikke en god nok grunn til å bygge vindmøller i Trøndelag.,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1
56a99828-b4fe-5dd2-a2c5-aa346f744d07,Vi bør bygge ut mer vindkraft i Hordaland.,-1,-2,-2,-2,-2,-2,2,-2,-2,1,-2,-2,-2,-1,-2,-1,-2,1
59bdea78-8384-52a6-8d99-117a73afadd7,Det er bra å bygge gondoler i Kjøsnesfjorden og Flåm.,1,-1,2,-2,2,-2,1,1,1,-2,2,-2,1,-2,-2,-1,-2,-2
59dc237d-f3d4-51b6-9490-394e32cd6a41,Vi må ha en samtykkelov for å sikre at seksuell omgang skjer frivillig.,2,-2,-2,2,-1,2,2,-1,-1,2,-2,2,1,2,2,1,2,2
5ea0df5c-7a25-50d1-89b6-8754a35eab0c,Lærerutdanningen er for lang og bør bli treårig igjen.,-2,2,1,1,1,1,-2,1,2,-1,1,-1,-1,-2,1,2,1,-2
6218f62a-61b7-5431-a749-174daeacd7ba,Oslo Lufthavn må kunne utvides med enda en rullebane.,-1,-2,2,-2,2,-1,1,-2,-2,-1,1,-2,-1,-2,-2,-2,-2,-2
683ee255-f1ca-56be-9114-8819896f8f56,Vern av matjord i Trøndelag bør gå foran boligbygging. ,1,1,-1,2,-1,2,2,2,2,2,1,2,1,1,2,2,2,2
6e148177-c9bb-584c-bd53-3f7b1d40d1e6,Man bør få gå i behandling hos BUP fram til man fyller 25 år,-1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,-1,1
780e202b-137a-515c-8d1b-159e4e154032,Drivstoffavgiftene må bli lavere.,-1,2,2,-1,2,2,-1,1,2,-1,2,-2,2,-1,-1,2,-2,-2
786a0a99-46e2-5cd7-9df7-71b79508ff21,Flere bønder bør produsere økologisk mat.,1,2,2,2,-1,2,-1,2,1,-1,2,2,1,2,1,-1,2,2
79fff073-4f46-595c-ae3b-70510820360b,Retten til lærlingplass bør være lovfesta.,1,2,2,2,-2,2,-1,1,-1,2,-2,1,-1,2,2,1,2,-1
91a223ca-6636-4026-8fc0-2555e664422f,Innfør et nasjonalt månedskort som gjør at du kan reise billig kollektivt overalt.,-2,2,2,2,-2,2,-2,2,-2,-2,-1,2,-2,2,2,1,2,1
a66ab96f-ff76-53c3-8281-0151921b30ce,Syriske flyktninger må reise tilbake når hjemlandet er trygt.,1,2,1,-2,2,2,1,1,2,-2,2,-2,2,-2,-2,1,-2,-1
aac89c40-628a-5526-9f63-2940b6781043,Genmodifisering bør være tillatt i norsk landbruk.,1,-2,-1,-2,2,-1,1,-2,-1,1,-2,-1,-2,-2,-2,-2,-2,1
b380719b-3b4e-55f6-9892-ccdbf5a0c8a1,Det er unødvendig å bygge firefelts motorvei mellom Lyngdal og Sandnes.,-1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,2,2,2,-2,2,-1
b72e6be6-3dee-56ce-bd0f-5fb235345c33,"Utbyggere må ta kostnaden ved å bygge bomberom i  alle nye, større bygninger.",1,-1,2,1,-2,1,1,-1,1,-1,-2,1,-2,1,1,2,2,-1
b7341ade-93b7-5941-845d-59d28699793e,Landet må ha en offisiell liste over norsk kulturarv som nye generasjoner skal lære om.,2,2,1,-1,-1,1,2,1,2,1,2,-2,1,1,-1,1,-2,-1
b9fe11a4-da32-5505-8399-366f1a69d136,Det må bli mindre hyttebygging i viktige fjellområder i Hallingdal og Numedal.,1,2,-2,2,-1,2,-2,1,1,1,-1,2,1,2,2,1,2,2
bd8c106c-c7d7-549b-af42-e9662d7e821a,Universitetet i Agder må legge til rette for flere studieplasser i distriktene.,2,2,2,2,-1,2,-1,1,2,2,-2,1,1,2,2,2,2,2
c8fec85a-4557-50f1-8e00-55ca980d0e27,Bygging av ny vestfoldbane sør for Tønsberg må igangsettes i neste fireårsperiode. ,-1,1,2,2,1,2,1,-1,2,-1,-1,2,2,2,1,-1,2,1
cbf66d90-68a4-5e5b-ab15-d71763be5bff,Pensjonsalderen bør heves.,1,-2,-2,-2,-2,-2,2,-1,1,1,1,-2,1,-1,-2,-1,-2,1
cc9f33de-11d6-5a82-8f76-b1b9775a9e9d,Jeg synes det var bra å utvide grensen for fri abort til uke 18 i svangerskapet.,2,-2,2,1,-1,2,1,1,-1,-2,-2,2,-1,2,2,-1,2,2
dc4dd44d-3465-597a-8a04-fd070df0bf24,Sykehjemsansatte må ta en språktest som viser at de kan gjøre seg forstått på norsk.,1,2,2,-1,2,2,1,1,2,2,2,2,2,-1,-1,1,1,1
f2ab78f5-097f-5757-9406-5615dc6f9da8,Ulven har ingenting i norsk natur å gjøre.,-1,-1,-2,-2,2,-2,-1,-1,1,-1,1,-2,-1,-2,-1,2,-2,-2
f85ae74d-b48d-56d5-93b4-f329c9316175,Staten bør ta mesteparten av kostnadene for nitrogenrensing av Oslofjorden.,-1,2,2,1,-1,2,-1,2,2,1,2,2,2,2,1,1,1,1
095719a3-ff80-5b6c-8ac4-e0e7b8e7da08,Norge må ruste ned og bruke mindre penger på Forsvaret.,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
12f5aa9f-4574-5126-b551-b2b784c315c5,Det bør legges til rette for lovlige graffitivegger i Agder.,2,-2,1,2,-2,2,-2,1,1,2,-2,2,-1,2,2,2,2,2
1f1086df-bc09-5121-a939-29df16653b5c,Norge skal prioritere å ta imot kristne flyktninger.,-2,2,1,-2,2,1,-1,-1,-1,2,2,-2,-2,-2,-2,-1,-2,-2
22374890-b06a-4f85-9d71-ac482bf962d4,Norske myndigheter har påført folket sykdom gjennom kostholdsrådene.,-2,-2,-2,-2,-2,-1,-2,2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2
226e8783-7408-59ea-ac29-3750ec704dbc,Åpne oppdrettsanlegg bør forbys av miljøhensyn.,-2,-1,2,1,-1,2,-2,1,1,-1,-1,2,1,1,2,-1,2,1
2a7a84fc-69d5-5a2c-b79c-274d2f083144,Alle vindkraftanlegg som finnes i Norge i dag må demonteres og fjernes.,-2,2,2,-1,-2,2,-2,1,2,-2,2,-2,-2,-2,1,-2,-2,-2
2d576079-1b83-5579-a33c-9eb57f63b0f1,Vi bør kutte litt i budsjettene til alt staten driver med hvert år.,-2,2,2,-2,2,2,2,-1,2,2,2,-2,-1,-2,-2,-1,-2,1
34810fcd-c1f4-5d92-a69c-b6e76b055a85,Foreldre må kunne reservere barna sine mot Pride-markeringer på skolen.,-2,2,-1,1,1,2,-2,1,1,1,2,-2,-1,-2,-2,-1,-2,-2
39e54a15-8cbd-5720-86f0-0eddbf9a1271,Erna Solberg bør være statsminister de neste fire årene.,-2,-2,-2,-2,1,-2,2,-2,-2,1,1,-2,1,-1,-2,-2,-2,1
43b907eb-fc52-55ac-8a66-10ccdd6fb5bb,Sidemålsundervisning bør være valgfritt på Vestfolds videregående skoler.,-2,-2,2,2,2,2,-2,1,2,-2,2,-1,2,-1,1,-2,-2,1
4c76a173-c69f-51e6-ba2f-875f402c57f1,Flere butikker bør få holde søndagsåpent.,-2,-2,-1,-2,2,1,2,-1,-1,-2,-2,-2,1,-2,-2,-2,-2,2
5bf575de-de58-5691-9854-c1b985eff297,Vi må samarbeide mindre med EU om strøm og kraft.,-1,2,2,2,2,2,-2,2,2,1,2,-2,2,-2,2,2,1,-2
6bcffc15-b660-56df-99d8-8a62e6f07e27,Vi bør ha et samfunn helt uten kapitalisme som mål.,-2,-2,-1,1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,2,-2,1,-2
75b3e756-613a-5a37-af40-4661214d152f,Norge bør gå ut av Parisavtalen om klimakutt.,-2,2,2,-2,-2,2,-2,1,2,-2,2,-2,-1,-2,-2,-2,-2,-2
7f537aa6-4928-5f3f-9719-8a6b478341c9,Sylvi Listhaug er den beste statsministerkandidaten.,-2,-2,-2,-2,2,-2,-2,-1,-1,-1,1,-2,-2,-2,-2,-2,-2,-2
8b34e384-7a8e-5e1a-8962-04bc6d84d3ae,Det må etableres et statlig mineralselskap for å sikre norsk eierskap på Fensfeltet. ,-2,1,2,2,-1,2,-1,1,2,-1,2,1,1,2,2,2,2,-1
91108d18-fcc8-5f97-a015-b3e24f56361f,Rike kommuner i hovedstadsområdet må få beholde mer av skatteinntektene sine selv. ,-2,1,1,-2,1,-1,2,1,2,-1,2,1,2,-1,-2,-2,-2,2
925a56ff-63fa-5b4b-85fc-b03b000b740b,"Bønder må få selge sterkøl, vin og brennevin fra egne gårdsutsalg.",2,2,2,1,2,2,2,1,2,-2,1,2,1,-1,1,2,2,2
932fd856-4738-5f12-8bef-9eb721feac94,Staten bør forsterke støtten til kulturtilbud som skaffer seg private sponsorer.,-2,-1,1,-2,2,-1,2,-1,1,1,-1,-2,-1,-1,-2,-2,-2,2
a60f4fbe-a3f1-518d-8512-1fa3d2668a91,Samiske asylsøkere fra Russland må få beskyttelse i Norge. ,-1,-2,1,2,-2,2,-2,1,1,-1,-2,2,1,2,2,-1,2,-1
add97dae-fa48-5805-b4a5-2716ba886ac2,Alle bør ha rett til gratis psykisk helsehjelp.,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1
b356a436-2679-569b-894a-505baf7000d1,Bedre forhold for villreinen er viktigere enn kraftutbygging i Røldal og Suldal.,1,2,2,2,-2,1,-2,-1,1,-1,1,2,-2,2,2,-1,2,-1
b3737696-6ac6-58c3-b1b3-a1d74862360f,Det er bra at det finnes ulv i skogene i Akershus.,1,1,1,2,1,1,1,-1,1,-1,-2,2,2,1,2,-2,2,2
b66bc160-031c-526d-bf91-83f924ff8cd7,"De som er avhengige av sosialhjelp, får altfor lite penger.",1,-1,2,2,-2,2,-2,1,1,1,-2,2,1,2,2,1,2,1
bcb8de9f-87fd-50bc-9d8e-eb36c364469a,Det må bli færre krav til universell utforming av nye bygninger.,-1,2,-2,-2,1,2,-1,1,2,-2,2,-2,-2,-2,-2,-2,-2,-2
c51924f0-9b7a-5156-8351-1fd1fc4a3f9f,Gi all ungdom billige fritidsaktiviteter gjennom et nasjonalt rabattkort betalt av staten.,1,-2,2,1,-2,1,-1,1,1,2,-2,1,2,1,2,-2,1,1
c54222a1-f817-5742-b6fa-1d156f5b4ccc,Det må bli slutt på at kommunene får lov å kreve inn eiendomsskatt på boliger.,-2,2,2,-2,2,2,-1,2,2,-1,2,-2,2,-2,-2,-2,-2,-1
ccf5cc6e-320c-5d0d-85b4-05afa2289bf1,Sykehusene bør styres av lokale helsestyrer som folket velger. ,-2,1,1,1,-1,2,-2,2,2,-1,-1,1,-1,1,1,1,1,-1
ce248afe-c61c-54bf-a809-36a005a2c2c1,Kutt CO₂-avgiften for fiskeflåten.,2,2,2,1,2,2,2,2,2,2,2,-2,2,2,-1,2,-1,-1
ce5c9036-ecfe-5bdd-8f64-04ec25d96b1e,Buskerud fylkeskommune må legges ned.,-2,2,1,-2,2,2,1,-1,2,-2,2,-2,-1,-2,-2,-2,-2,-1
d822d5e3-52f5-556b-bd88-b24cd633db40,Vi bør prioritere å få bedre nattogtilbud mellom norske og skandinaviske byer.,-1,2,1,2,-1,2,-1,1,2,-1,-1,2,-1,2,2,1,2,2
ddd4d406-c397-55c5-bf13-dbd71b77578f,Jonas Gahr Støre bør være statsminister de neste fire årene.,2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,-1,1,1,1,1,-2
de7af7f3-440f-4819-a1eb-f36e4e226dfd,Politikerne bør begrense matvarekjedenes produksjon av egne merkevarer.,1,1,2,2,-1,2,-1,1,2,1,1,1,-1,-1,2,2,2,1
eaebb5db-2b93-59b0-a80f-f737b2983a77,Det er for mange små norske gårder.,-1,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1
f4db9f65-3097-5f8d-b145-ad9071101c72,Jeg synes eldre som bor på sykehjem bør betale mye mindre for plassen enn i dag.,-2,2,2,2,-1,2,-2,1,2,-2,1,-2,2,1,2,-1,-1,-2
f9645347-d5b2-54db-96ed-b49a55ad3b94,Norge bør fortsatt samarbeide med Trumps USA om sikkerhetspolitikk.,2,2,1,-2,2,2,2,1,2,2,2,-1,2,-1,-2,2,-1,2
fb35f433-21fe-5442-80b0-fa2155504277,Biodrivstoffabrikken i Åmli bør sikres med penger fra staten.,1,-2,-2,2,-2,1,-2,-2,-2,1,-2,1,-2,1,2,1,-1,-1
fbf9948d-a785-587d-8b5c-16ce440732a7,Soldater fra USA må fortsatt kunne trene og oppholde seg  på militærbaser i Norge.,2,-1,2,-2,2,2,2,1,2,2,2,1,2,-1,-2,2,-2,2
2be3d383-0abb-5555-94d6-6bf4a3299a21,Norske myndigheter må bryte all kontakt med Israel.,-2,-2,-1,2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-2,2,-2,-1,-2
349c0309-807f-576d-bb15-970416decba5,Barnehage og skolefritidsordning bør bli gratis for alle barn.,1,-1,2,2,-2,2,-2,1,1,-1,-2,1,-1,1,2,-1,2,-1
45c800a9-7130-5142-8f8a-4d13c844f04a,Bompengesatsene i Ryfast skal minst ned til 30 kroner.,-1,2,2,2,2,2,-1,2,1,1,1,-1,2,2,2,-1,1,-1
51c86e5a-5685-5dbd-8f91-bcb9b15cf18a,Det bør bygges en jernbane mellom Narvik og Bardufoss.,2,2,2,2,2,2,-1,1,2,2,-2,2,2,-1,2,2,2,1
5b48d88a-1994-5e3f-951d-49ecd72b30b6,Folket skal ha rett til å kreve bindende folkeavstemninger i mange saker.,-2,2,-1,-2,1,2,-2,-1,1,-2,-1,-2,-2,-2,-1,-2,-2,-2
941b11d1-510a-59d5-89d5-cbc8c521572b,Straffenivåene i Norge  må heves for å avskrekke kriminalitet.,-1,2,1,-2,2,2,2,1,2,1,2,-2,2,-1,-1,-1,-2,-2
adb38019-446c-533c-8648-40e350c72c0a,Landbruksstøtten bør dreies fra kjøtt til grønt for å bidra til et bedre kosthold.,-1,-2,-2,1,-2,-1,1,-2,-2,-1,-2,2,-1,2,2,-2,1,2
dd4478f1-28d0-598d-8b5e-8aa21a2b4633,Staten må sikre gode kirkelige tjenester i alle kommuner i Finnmark.,1,1,-2,-1,1,-2,2,1,-1,2,2,-1,1,1,1,2,-1,-2
e191806f-057d-5764-9052-354c3dc52586,Jeg er bekymret for at Norge er i ferd med å bli et land med islamsk styre. ,-2,2,-2,-2,1,-2,-2,-2,1,-2,2,-2,-2,-2,-2,-2,-2,-2
e3d9aafd-a317-505c-b550-05fd30f6828b,Trekk Norge ut av det europeiske kraftsamarbeidet i energibyrået ACER!,-2,2,2,2,1,2,-2,2,2,-1,2,-2,2,-2,2,2,2,-2
06f9d698-a5a3-40d8-b4c1-da7cebed1f82,Vi må kreve at de som velges til Stortinget har minst fem års arbeidserfaring.,-2,2,2,-2,-2,2,-2,1,2,-2,2,-2,-2,-2,-2,-2,-2,-2
0c27b951-8ebc-4381-8547-e7321a86dec1,Norge bør prioritere å gi asyl til hvite flyktninger fra Sør-Afrika.,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2
1f62b8ed-2c05-5cf3-bab7-1f1b52ca8aee,Skolen og samfunnet må legge mye mer vekt på å bevare kristne tradisjoner.,1,2,1,-2,1,-2,-1,1,1,2,2,-2,1,-1,-2,1,-2,-2
9276e73e-f371-5beb-bad4-4d0c167bace9,Lærere må få mer autoritet i klasserommet.,2,2,2,1,2,2,2,1,2,-1,2,1,2,1,1,1,-1,1
9bdfa2af-7e2b-4670-9066-8a6ebdfbf024,Nordmenn bør betale høyere avgifter på flyreiser der det fins alternative reisemåter.,-1,-2,-2,2,-1,-2,-2,-1,-2,-1,-2,2,-1,2,2,-2,2,2
c3484a5b-2af7-5944-b990-e5c2133f81de,Norge må være helt selvforsynt med mat og medisiner.,1,2,2,1,-1,2,-1,-1,1,1,1,1,1,-1,1,1,1,-1
d91149f7-ff51-5e92-803e-0bda07cfd0fc,Det er viktig å styrke rettighetene for transpersoner som søker asyl i Norge.,1,-2,-1,1,-2,-2,-1,-1,-1,-2,-2,2,1,2,1,-1,2,1
db598745-2717-52ff-af84-5ab2d6c32955,Reklame for usunn ultraprosessert mat skal være forbudt.,-1,-1,-1,2,-2,2,-2,1,1,-1,-1,-1,-1,-2,1,-1,-1,-2
